Order,Family,Subfamily,Tribe,Name,Genus,Species,Sociality,Source:Sociality,Haplodiploidy,Source: Haplodiploidy
Hymenoptera,Apidae,Anthophorinae,Anthophorini,Anthophora_abrupta,Anthophora,abrupta,solitary,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Anthophorinae,Anthophorini,Anthophora_pacifica,Anthophora,pacifica,solitary,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Anthophorinae,Anthophorini,Anthophora_plumipes,Anthophora,plumipes,solitary,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Anthophorinae,Anthophorini,Anthophora_edwardsii,Anthophora,edwardsii,solitary,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Anthophorinae,Anthophorini,Amegilla _dawsoni ,Amegilla ,dawsoni ,solitary,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Anthophorinae,Anthophorini,Habropoda _miserabilis ,Habropoda ,miserabilis ,solitary,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Anthophorinae,Anthophorini,Habropoda _laboriosa,Habropoda ,laboriosa,solitary,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Nomadinae,Brachynomadini ,Brachynomada_roigi,Brachynomada,roigi,kleptoparasite,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Nomadinae,Brachynomadini ,Kelita_toroi,Kelita,toroi,kleptoparasite,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Nomadinae,Ericrocidini,Ericrocis _lata ,Ericrocis ,lata ,kleptoparasite,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Nomadinae,Epeolini,Epeolus_pusillus,Epeolus,pusillus,kleptoparasite,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Nomadinae,Epeolini,Epeolus_compactus ,Epeolus,compactus ,kleptoparasite,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Nomadinae,Protepeolini ,Leiopodus _singularis,Leiopodus ,singularis,kleptoparasite,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Xylocopinae,Xylocopini,Xylocopa  _virginica,Xylocopa  ,virginica,solitary/semisocial,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Xylocopinae,Xylocopini,Xylocopa  _combusta,Xylocopa  ,combusta,semisocial/primatively eusocial,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Xylocopinae,Xylocopini,Xylocopa  _pubescens ,Xylocopa  ,pubescens ,subsocial/semisocial/primitively eusocial,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Xylocopinae,Xylocopini,Xylocopa  _sulcatipes ,Xylocopa  ,sulcatipes ,subsocial/semisocial/primitively eusocial,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Xylocopinae,Xylocopini,Xylocopa  _aeratus ,Xylocopa  ,aeratus ,subsocial/semisocial,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Xylocopinae,Xylocopini,Xylocopa  _bombylans ,Xylocopa  ,bombylans ,subsocial/semisocial,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Xylocopinae,Xylocopini,Xylocopa  _suspecta ,Xylocopa  ,suspecta ,subsocial/semisocial/primitively eusocial,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Xylocopinae,Xylocopini,Xylocopa  _frontalis ,Xylocopa  ,frontalis ,subsocial/semisocial/primitively eusocial,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Xylocopinae,Xylocopini,Xylocopa  _grisescens ,Xylocopa  ,grisescens ,subsocial/semisocial/primitively eusocial,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Xylocopinae,Xylocopini,Xylocopa  _imitator ,Xylocopa  ,imitator ,subsocial,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Xylocopinae,Xylocopini,Xylocopa  _nigrita ,Xylocopa  ,nigrita ,subsocial/semisocial,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Xylocopinae,Xylocopini,Xylocopa  _flavorufa ,Xylocopa  ,flavorufa ,subsocial,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Xylocopinae,Xylocopini,Xylocopa  _torrida ,Xylocopa  ,torrida ,subsocial,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Xylocopinae,Xylocopini,Xylocopa  _violacea ,Xylocopa  ,violacea ,solitary,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Xylocopinae,Manueliini,Manuelia _postica,Manuelia ,postica,solitary/communal,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Xylocopinae,Allodapini,Exoneura_robusta,Exoneura,robusta,subsocial/semisocial,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Xylocopinae,Allodapini,Exoneura_bicolor,Exoneura,bicolor,subsocial/semisocial/communal,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Xylocopinae,Allodapini,Exoneurella  _tridentata,Exoneurella  ,tridentata,semisocial/primatively eusocial?,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Xylocopinae,Allodapini,Exoneurella  _eremophila,Exoneurella  ,eremophila,subsocial/semisocial/primitively eusocial/communal,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Xylocopinae,Allodapini,Exoneurella  _setosa ,Exoneurella  ,setosa ,subsocial/semisocial/primatively eusocial/communal,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Xylocopinae,Allodapini,Exoneurella  _lawsoni,Exoneurella  ,lawsoni,subsocial/primitively eusocial?,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Xylocopinae,Allodapini,Braunsapis  _vitrea,Braunsapis  ,vitrea,subsocial/semisocial/primitively eusocial?,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Xylocopinae,Allodapini,Braunsapis  _puangensis ,Braunsapis  ,puangensis ,subsocial/semisocial/primatively eusocial/communal,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Xylocopinae,Allodapini,Braunsapis  _sauteriella ,Braunsapis  ,sauteriella ,subsocial/semisocial/primitively eusocial,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Xylocopinae,Ceratinini,Ceratina_japonica,Ceratina,japonica,primatively eusocial,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Xylocopinae,Ceratinini,Ceratina_flavipes,Ceratina,flavipes,subsocial,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Xylocopinae,Ceratinini,Ceratina_iwatai,Ceratina,iwatai,subsocial,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Xylocopinae,Ceratinini,Ceratina_okinawana,Ceratina,okinawana,subsocial/primitively eusocial,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Xylocopinae,Ceratinini,Ceratina_calcarata,Ceratina,calcarata,primatively eusocial,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Xylocopinae,Ceratinini,Ceratina_australensis ,Ceratina,australensis ,subsocial/semisocial,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Xylocopinae,Ceratinini,Ceratina_chalybea,Ceratina,chalybea,subsocial,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Xylocopinae,Tetrapediini,Tetrapedia _diversipes,Tetrapedia ,diversipes,solitary,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Xylocopinae,Tetrapediini,Tetrapedia _curvitarsis ,Tetrapedia ,curvitarsis ,solitary,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Xylocopinae,Tetrapediini,Tetrapedia _rugulosa ,Tetrapedia ,rugulosa ,solitary,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Xylocopinae,Tetrapediini,Tetrapedia _garofaloi ,Tetrapedia ,garofaloi ,solitary,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Xylocopinae,Ctenoplectrini,Ctenoplectra_armata,Ctenoplectra,armata,solitary,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Eucerinae,Eucerini,Canephorula _apiformis ,Canephorula ,apiformis ,solitary,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Eucerinae,Eucerini,Melissodes _druriellus,Melissodes ,druriellus,solitary,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Eucerinae,Eucerini,Svastra _sabinensis sabinensis,Svastra ,sabinensis sabinensis,communal,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Eucerinae,Eucerini,Eucera  _nigrilabris,Eucera  ,nigrilabris,solitary,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Eucerinae,Emphorini,Diadasia _rinconis,Diadasia ,rinconis,solitary,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Eucerinae,Emphorini,Diadasia _afflicta,Diadasia ,afflicta,solitary,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Eucerinae,Emphorini,Ptilothrix _plumata,Ptilothrix ,plumata,solitary,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Eucerinae,Exomalopsini,Exomalopsis _nitens ,Exomalopsis ,nitens ,solitary,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Eucerinae,Exomalopsini,Exomalopsis _sidae,Exomalopsis ,sidae,solitary,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Eucerinae,Tapinotaspidini ,Paratetrapedia _swainsonae,Paratetrapedia ,swainsonae,solitary,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Eucerinae,Tapinotaspidini ,Tapinotaspoides _tucumana,Tapinotaspoides ,tucumana,solitary,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Apinae,Centridini,Centris_tarsata,Centris,tarsata,solitary,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Apinae,Centridini,Centris_analis ,Centris,analis ,solitary,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Apinae,Centridini,Centris_conspersa,Centris,conspersa,solitary,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Apinae,Centridini,Centris_rufosuffusa,Centris,rufosuffusa,solitary,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Apinae,Centridini,Centris_vittata ,Centris,vittata ,solitary,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Apinae,Centridini,Centris_rhodopus,Centris,rhodopus,solitary,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Apinae,Centridini,Epicharis_nigrita ,Epicharis,nigrita ,solitary,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Apinae,Centridini,Epicharis_dejeanii,Epicharis,dejeanii,solitary,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Apinae,Centridini,Epicharis_rustica,Epicharis,rustica,quasisocial,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Apinae,Centridini,Epicharis_zonata,Epicharis,zonata,solitary,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Apinae,Centridini,Epicharis_metatarsalis,Epicharis,metatarsalis,solitary,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Apinae,Centridini,Epicharis_analis ,Epicharis,analis ,solitary,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Apinae,Euglossini,Euglossa  _melanotricha,Euglossa  ,melanotricha,semisocial/primitively eusocial,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Apinae,Euglossini,Euglossa  _townsendi ,Euglossa  ,townsendi ,semisocial/primitively eusocial,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Apinae,Euglossini,Euglossa  _cordata,Euglossa  ,cordata,semisocial/primitively eusocial,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Apinae,Euglossini,Euglossa  _viridissima ,Euglossa  ,viridissima ,primatively eusocial,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Apinae,Euglossini,Euglossa  _dilemma ,Euglossa  ,dilemma ,semisocial/primitively eusocial,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Apinae,Euglossini,Euglossa  _nigropilosa ,Euglossa  ,nigropilosa ,communal,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Apinae,Euglossini,Euglossa  _cybelia ,Euglossa  ,cybelia ,communal,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Apinae,Euglossini,Euglossa  _championi ,Euglossa  ,championi ,communal,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Apinae,Euglossini,Euglossa  _hyacinthina ,Euglossa  ,hyacinthina ,communal,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Apinae,Euglossini,Euglossa  _atroveneta ,Euglossa  ,atroveneta ,semisocial/primitively eusocial?,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
Hymenoptera,Apidae,Apinae,Euglossini,Euglossa  _annectans ,Euglossa  ,annectans ,communal,"Data and definitions from 'da Silva, J. (2021) Life history and the transitions to eusociality in the Hymenoptera. Front. Ecol. Evol., 9, 727124'.  https://www.frontiersin.org/articles/10.3389/fevo.2021.727124/full ",arrhenotoky,
