"label","genus","species","order","family","sociality","haplodiploidy","HD.arrhenotoky","HD.all","Eusocial","Eusocial.strict","Eus.strict.koos.gawne"
"Bethylidae_JICAU11216_BD001046606","Bethylidae","JICAU11216_BD001046606","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Bethylidae_JIABB12616_BD00363856","Bethylidae","JIABB12616_BD00363856","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Epyrinae_GMHDG18513_BD001006626","Epyrinae","GMHDG18513_BD001006626","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Epyrinae_sp_BOLD_2016_KR897535","Epyrinae","sp_BOLD_2016_KR897535","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Bethylidae_GMMAQ32215_BD002607","Bethylidae","GMMAQ32215_BD002607","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Bethylidae_GMGMD48114_BD00972189","Bethylidae","GMGMD48114_BD00972189","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Bethylidae_GMHMJ32515_BD001163978","Bethylidae","GMHMJ32515_BD001163978","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Bethylidae_JICAY19916_BD00442950","Bethylidae","JICAY19916_BD00442950","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Bethylidae_GMHMD22815_BD00795523","Bethylidae","GMHMD22815_BD00795523","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Bethylidae_GMMBF29016_BD001197395","Bethylidae","GMMBF29016_BD001197395","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Bethylidae_GMATX130816_BD00641067","Bethylidae","GMATX130816_BD00641067","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Bethylidae_BBHYA364812_BD00336573","Bethylidae","BBHYA364812_BD00336573","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Bethylidae_OPPEQ50117_BD00497896","Bethylidae","OPPEQ50117_BD00497896","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Goniozus_CNGSG234615_MF935215","Goniozus","CNGSG234615_MF935215","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Bethylidae_AUSMA31314_BD00123310","Bethylidae","AUSMA31314_BD00123310","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Bethylidae_GMATQ139516_BD00420393","Bethylidae","GMATQ139516_BD00420393","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Chrysididae_GMHJL06415_BD0073151","Chrysididae","GMHJL06415_BD0073151","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Chrysididae_GMMCN54415_BD002009","Chrysididae","GMMCN54415_BD002009","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Amisega_kahlii","Amisega","kahlii","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Chrysididae_HYAS30811_BD0095791","Chrysididae","HYAS30811_BD0095791","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Myrmecopterina_sp_SS11_KC213239","Myrmecopterina","sp_SS11_KC213239","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Dryinidae_RRINV69815_KT707354","Dryinidae","RRINV69815_KT707354","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Dryinidae_GMHMU13716_BD00845128","Dryinidae","GMHMU13716_BD00845128","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Dryinidae_HYQTB34112_BD00867486","Dryinidae","HYQTB34112_BD00867486","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Dryinidae_CNROL78013_KR368709","Dryinidae","CNROL78013_KR368709","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Dryinidae_ASAHY53913_KM997180","Dryinidae","ASAHY53913_KM997180","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Dryinidae_GMOSK52615_MG445154","Dryinidae","GMOSK52615_MG445154","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Bethylidae_CNSIC111415_MF930724","Bethylidae","CNSIC111415_MF930724","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Chrysididae_CRHIB01015_MG447061","Chrysididae","CRHIB01015_MG447061","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Chrysididae_BBHYA174712_BD001092564","Chrysididae","BBHYA174712_BD001092564","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Parnopes_grandior","Parnopes","grandior","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Cleptes_semiauratus","Cleptes","semiauratus","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Scolebythidae_JIAAX04716_BD0052009","Scolebythidae","JIAAX04716_BD0052009","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Bethylidae_COLNO12709_BD001028277","Bethylidae","COLNO12709_BD001028277","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Chrysididae_sp_BOLD_ACM0770_KR417162","Chrysididae","sp_BOLD_ACM0770_KR417162","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Sclerogibbidae_ASBZI46810_JN288080","Sclerogibbidae","ASBZI46810_JN288080","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Sclerogibbidae_sp_BIOUG17839_F03_KY832020","Sclerogibbidae","sp_BIOUG17839_F03_KY832020","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Evagetes_GMGMD33714_BD00275451","Evagetes","GMGMD33714_BD00275451","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Epipompilus_insularis","Epipompilus","insularis","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Cryptocheilus_australis","Cryptocheilus","australis","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Pompilidae_sp_BIOUG05256_C09_KY842948","Pompilidae","sp_BIOUG05256_C09_KY842948","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Pompilidae_BBHYA10512_BD00844795","Pompilidae","BBHYA10512_BD00844795","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Pompilidae_CNPPD198112_MG374698","Pompilidae","CNPPD198112_MG374698","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Pompilidae_ASBZI49010_JN288099","Pompilidae","ASBZI49010_JN288099","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Pompilidae_sp_BIOUG05357_E05_KY837596","Pompilidae","sp_BIOUG05357_E05_KY837596","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Pompilidae_GMHMK06516_BD00647973","Pompilidae","GMHMK06516_BD00647973","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Caliadurgus_fasciatellus","Caliadurgus","fasciatellus","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Mutillidae_BBHYA334512_BD001092598","Mutillidae","BBHYA334512_BD001092598","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Mutillidae_HYMBC13910_BD00720986","Mutillidae","HYMBC13910_BD00720986","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Mutillidae_HYAS144415_BD00988539","Mutillidae","HYAS144415_BD00988539","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Mutillidae_BBHYA303712_BD00930961","Mutillidae","BBHYA303712_BD00930961","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Mutillidae_HYAS57311_BD00408776","Mutillidae","HYAS57311_BD00408776","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Mutillidae_GMHMR57616_BD00213140","Mutillidae","GMHMR57616_BD00213140","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Mutillidae_ASBZI11510_JF863153","Mutillidae","ASBZI11510_JF863153","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Mutillidae_GMMCJ47214_BD00696674","Mutillidae","GMMCJ47214_BD00696674","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Mutillidae_HYAS152015_BD00839942","Mutillidae","HYAS152015_BD00839942","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Mutillidae_AUSMF40514_BD00144938","Mutillidae","AUSMF40514_BD00144938","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Mutillidae_HYAS20911_BD00872735","Mutillidae","HYAS20911_BD00872735","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Mutillidae_HYAS06210_BD00547246","Mutillidae","HYAS06210_BD00547246","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Mutillidae_GMMCG01414_BD00760358","Mutillidae","GMMCG01414_BD00760358","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Wallacidia_oculata","Wallacidia","oculata","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Mutillidae_sp_BIOUG05255_B11_KY831555","Mutillidae","sp_BIOUG05255_B11_KY831555","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Mutillidae_sp_BIOUG15398_F04_KY839803","Mutillidae","sp_BIOUG15398_F04_KY839803","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Myrmosa_SLB2003_AY165665","Myrmosa","SLB2003_AY165665","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Heteronyx_NLG2014_KF801850","Heteronyx","NLG2014_KF801850","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Ageniella_PM2014_KM114210","Ageniella","PM2014_KM114210","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Myrmosidae_BBHYA293412_BD00294542","Myrmosidae","BBHYA293412_BD00294542","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Sapyga_quinquepunctata","Sapyga","quinquepunctata","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Acanthinevania_sp_DERV033_AY800167","Acanthinevania","sp_DERV033_AY800167","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Evaniidae_JIAAH07616_BD00699644","Evaniidae","JIAAH07616_BD00699644","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Evaniscus_rufithorax","Evaniscus","rufithorax","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Zeuxevania_splendidula","Zeuxevania","splendidula","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Brachygaster_minutus","Brachygaster","minutus","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Prosevania_MYENT22117_MF804763","Prosevania","MYENT22117_MF804763","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Prosevania_508_KY082496","Prosevania","508_KY082496","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Prosevania_sp_284_KY082470","Prosevania","sp_284_KY082470","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Evaniella_307_KY082484","Evaniella","307_KY082484","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Evaniella_sp_192_KY082436","Evaniella","sp_192_KY082436","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Evaniella_sp_230_KY082445","Evaniella","sp_230_KY082445","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Evaniidae_sp_BIOUG18622_C12_KY836681","Evaniidae","sp_BIOUG18622_C12_KY836681","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Evania_sp_175_KY082433","Evania","sp_175_KY082433","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Trissevania_anemotis","Trissevania","anemotis","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Evania_DERV002_AY800173","Evania","DERV002_AY800173","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Evania_sp_496_KY082491","Evania","sp_496_KY082491","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Evania_CDS2016_KU510324","Evania","CDS2016_KU510324","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Pristaulacus_DERV040_AY800193","Pristaulacus","DERV040_AY800193","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Aulacus_impolitus","Aulacus","impolitus","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Taeniogonalos_fasciatipennisDHJ01_JN991657","Taeniogonalos","fasciatipennisDHJ01_JN991657","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Orthogonalys_pulchella","Orthogonalys","pulchella","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Megalyra_sp_MM_2014_KJ577600","Megalyra","sp_MM_2014_KJ577600","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Pteromalidae_CNGRH30713_KM561181","Pteromalidae","CNGRH30713_KM561181","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Otitesella_uluzi","Otitesella","uluzi","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Otitesella_sesquianellata","Otitesella","sesquianellata","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Otitesella_exFicusburkei_GQ898938","Otitesella","exFicusburkei_GQ898938","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Otitesella_exFicusstuhlmannii_GQ898940","Otitesella","exFicusstuhlmannii_GQ898940","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Walkerella_M31_EU816884","Walkerella","M31_EU816884","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Pteromalidae_GMGAA36813_BD00184066","Pteromalidae","GMGAA36813_BD00184066","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Pteromalidae_GMHJN21415_BD001118069","Pteromalidae","GMHJN21415_BD001118069","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Pteromalidae_SSWLF273213_MG502714","Pteromalidae","SSWLF273213_MG502714","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Odontofroggatia_sp_ex_Ficus_microcarpa_HM770633","Odontofroggatia","sp_ex_Ficus_microcarpa_HM770633","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Erythmelus_GMCVF57616_MG352843","Erythmelus","GMCVF57616_MG352843","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Neocalosoter_pityophthori","Neocalosoter","pityophthori","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Trichogramma_CNPEG47214_KR374099","Trichogramma","CNPEG47214_KR374099","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Trichogrammatidae_HYMBB71809_BD00682289","Trichogrammatidae","HYMBB71809_BD00682289","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Ceratosolen_vetustus","Ceratosolen","vetustus","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Apocryptophagus_sp_ex_Ficus_nodosa_JN001565","Apocryptophagus","sp_ex_Ficus_nodosa_JN001565","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Anidarnes_sp_6_AC_2012_JQ925915","Anidarnes","sp_6_AC_2012_JQ925915","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Idarnes_exFicusgoldmanii_JN001552","Idarnes","exFicusgoldmanii_JN001552","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Idarnes_exFicusperforata_JN001549","Idarnes","exFicusperforata_JN001549","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Eukoebelea_sp","Eukoebelea","sp","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Agaonidae_sp_BIOUG04751_D01_KY831422","Agaonidae","sp_BIOUG04751_D01_KY831422","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Monomachus_antipodalis","Monomachus","antipodalis","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Eucoilinae_SMTPR722316_MG335580","Eucoilinae","SMTPR722316_MG335580","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Ibalia_leucospoides","Ibalia","leucospoides","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Figitidae_SSROA220214_KR898648","Figitidae","SSROA220214_KR898648","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Charipinae_SSEID147313_KM569634","Charipinae","SSEID147313_KM569634","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Melanips_NGNAY96714_KR891221","Melanips","NGNAY96714_KR891221","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Charipinae_CNPPC148012_KJ164084","Charipinae","CNPPC148012_KJ164084","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Anacharis_CNGUC72415_BD00672824","Anacharis","CNGUC72415_BD00672824","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Pediaspis_aceris","Pediaspis","aceris","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Cynipidae_sp_OPC_2017_KY951335","Cynipidae","sp_OPC_2017_KY951335","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Pelecinus_polyturator","Pelecinus","polyturator","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Vanhornia_eucnemidarum","Vanhornia","eucnemidarum","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Ceraphronidae_CNRMF11412_KM559058","Ceraphronidae","CNRMF11412_KM559058","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Ceraphronidae_BBHEC97110_KM560357","Ceraphronidae","BBHEC97110_KM560357","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Ceraphron_bispinosus","Ceraphron","bispinosus","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Megaspilidae_TTMHY80811_MG347483","Megaspilidae","TTMHY80811_MG347483","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Megaspilidae_CNBPF14112_KR804932","Megaspilidae","CNBPF14112_KR804932","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Megaspilidae_CNKOD72614_KR416230","Megaspilidae","CNKOD72614_KR416230","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Megaspilidae_GMCVA37916_MG355387","Megaspilidae","GMCVA37916_MG355387","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Megaspilidae_GMGRF194613_BD00289345","Megaspilidae","GMGRF194613_BD00289345","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Megaspilidae_CNWLB32112_KR807191","Megaspilidae","CNWLB32112_KR807191","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Megaspilidae_CNKLD420915_MG480806","Megaspilidae","CNKLD420915_MG480806","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Megaspilidae_GMATX431116_BD00265405","Megaspilidae","GMATX431116_BD00265405","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Megaspilidae_BBHYK30110_MG483012","Megaspilidae","BBHYK30110_MG483012","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Ceraphronidae_GMHMN97816_BD00232750","Ceraphronidae","GMHMN97816_BD00232750","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Megaspilidae_CNTMA27614_KR404013","Megaspilidae","CNTMA27614_KR404013","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Scelioninae_GMOLH135915_MG380438","Scelioninae","GMOLH135915_MG380438","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Scelioninae_CRHID21515_MG374654","Scelioninae","CRHID21515_MG374654","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Scelioninae_HYQTB16212_BD001107259","Scelioninae","HYQTB16212_BD001107259","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Scelioninae_sp_BIOUG15395_E12_KY837864","Scelioninae","sp_BIOUG15395_E12_KY837864","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Scelioninae_sp_BIOUG17811_A04_KY829686","Scelioninae","sp_BIOUG17811_A04_KY829686","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Scelioninae_sp_BIOUG04758_B09_KY829883","Scelioninae","sp_BIOUG04758_B09_KY829883","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Scelioninae_SMTPD147213_KR894578","Scelioninae","SMTPD147213_KR894578","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Scelioninae_sp_BIOUG04753_A02_KY841853","Scelioninae","sp_BIOUG04753_A02_KY841853","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Telenomus_GMGRE326913_BD00561561","Telenomus","GMGRE326913_BD00561561","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Telenomus_CNPPC84912_KJ085492","Telenomus","CNPPC84912_KJ085492","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Telenomus_CNSIE40615_MG501256","Telenomus","CNSIE40615_MG501256","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Telenomus_SMTPI896814_KR895782","Telenomus","SMTPI896814_KR895782","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Telenomus_sp_CT_2012h_KC778474","Telenomus","sp_CT_2012h_KC778474","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Telenomus_sechellensis","Telenomus","sechellensis","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Telenomus_GMMBD134916_BD00473924","Telenomus","GMMBD134916_BD00473924","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Trissolcus_AUSBC36512_BD00630618","Trissolcus","AUSBC36512_BD00630618","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Paratelenomus_saccharalis","Paratelenomus","saccharalis","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Megischus_sp_JMH_2010_GQ374646","Megischus","sp_JMH_2010_GQ374646","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Gasteruption_sp_tC9_KF936505","Gasteruption","sp_tC9_KF936505","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Orussus_unicolor","Orussus","unicolor","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Cotesia_Whitfield11_JQ850269","Cotesia","Whitfield11_JQ850269","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Microgastrinae_gen_mgJanzen01_sp_Janzen01_JQ575483","Microgastrinae","gen_mgJanzen01_sp_Janzen01_JQ575483","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Microgastrinae_UAMU19514_KU873676","Microgastrinae","UAMU19514_KU873676","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Microgastrinae_CGBTB88209_HQ941424","Microgastrinae","CGBTB88209_HQ941424","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Microgastrinae_sp_CNCH3079_HM907592","Microgastrinae","sp_CNCH3079_HM907592","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Mirax_SSKOA159615_MF930482","Mirax","SSKOA159615_MF930482","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Mirax_CNSID347915_KR925343","Mirax","CNSID347915_KR925343","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Hartemita_ASQAS05811_JF963370","Hartemita","ASQAS05811_JF963370","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Heteropteron_Whitfield01_BD00880755","Heteropteron","Whitfield01_BD00880755","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Chelonus_andrievski","Chelonus","andrievski","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Ascogaster_sp_BOLD_AAI4825_JF962939","Ascogaster","sp_BOLD_AAI4825_JF962939","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Cheloninae_JIAAH07216_BD00810380","Cheloninae","JIAAH07216_BD00810380","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Cheloninae_sp_CNGME1589_14_KR409133","Cheloninae","sp_CNGME1589_14_KR409133","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Cheloninae_gen_chelJanzen01_sp_Janzen01_JQ575771","Cheloninae","gen_chelJanzen01_sp_Janzen01_JQ575771","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Ascogaster_sp_BOLD_AAI4834_JF962943","Ascogaster","sp_BOLD_AAI4834_JF962943","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Agathidinae_ASPN68009_JF271160","Agathidinae","ASPN68009_JF271160","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
